18,Zakariya Abarouai,2013-2014,19,FRA,Evian,Ligue 1,1,26,0.3,0,1,,0,0,0,0,0,0,0,FW
18,Zakariya Abarouai,2014-2015,20,FRA,Evian,Ligue 1,0,0,,0,0,2,,,,,,,,FW
19,Beniamino Abate,1989-1990,27,ITA,Udinese,Serie A,6,540,6.0,6,0,28,0,,,0,0,,,GK
19,Beniamino Abate,1991-1992,29,ITA,Inter,Serie A,3,250,2.8,3,0,31,0,,,0,0,,,GK
19,Beniamino Abate,1992-1993,30,ITA,Inter,Serie A,7,550,6.1,5,2,26,0,,,0,0,,,GK
19,Beniamino Abate,1993-1994,31,ITA,Inter,Serie A,2,180,2.0,2,0,32,0,,,,,,,GK
19,Beniamino Abate,1995-1996,33,ITA,Cagliari,Serie A,15,1350,15.0,15,0,19,0,,,0,0,,,GK
19,Beniamino Abate,1996-1997,34,ITA,Cagliari,Serie A,3,270,3.0,3,0,31,0,,,,,,,GK
20,Giovanni Abate,1995-1996,19,ITA,Sampdoria,Serie A,1,56,0.6,1,0,1,0,,,0,0,,,MF
21,Ignazio Abate,2007-2008,20,ITA,Empoli,Serie A,24,1167,13.0,9,15,,1,2,3,1,0,0,0,"DF,MF"
21,Ignazio Abate,2008-2009,21,ITA,Torino,Serie A,25,1913,21.3,21,4,,1,2,3,1,0,0,0,"DF,MF"
21,Ignazio Abate,2009-2010,22,ITA,Milan,Serie A,30,2029,22.5,22,8,,0,0,0,0,0,0,0,"DF,MF"
21,Ignazio Abate,2010-2011,23,ITA,Milan,Serie A,29,2412,26.8,26,3,,0,1,1,0,0,0,0,"DF,MF"
21,Ignazio Abate,2011-2012,24,ITA,Milan,Serie A,29,2597,28.9,29,0,,0,2,2,0,0,0,0,"DF,MF"
21,Ignazio Abate,2012-2013,25,ITA,Milan,Serie A,27,2291,25.5,25,2,,0,2,2,0,0,0,0,"DF,MF"
21,Ignazio Abate,2013-2014,26,ITA,Milan,Serie A,19,1464,16.3,16,3,,1,0,1,1,0,0,0,"DF,MF"
21,Ignazio Abate,2014-2015,27,ITA,Milan,Serie A,23,1884,20.9,21,2,1,0,6,6,0,0,0,0,"DF,MF"
21,Ignazio Abate,2015-2016,28,ITA,Milan,Serie A,27,2248,25.0,27,0,3,1,1,2,1,0,0,0,DF
21,Ignazio Abate,2016-2017,29,ITA,Milan,Serie A,23,1924,21.4,22,1,3,0,2,2,0,0,0,0,DF
21,Ignazio Abate,2017-2018,30,ITA,Milan,Serie A,17,1057,11.7,11,6,15,1,0,1,1,0,0,0,DF
21,Ignazio Abate,2018-2019,31,ITA,Milan,Serie A,19,1302,14.5,15,4,19,0,0,0,0,0,0,0,DF
22,Matteo Abbate,2002-2003,18,ITA,Piacenza,Serie A,6,510,5.7,6,0,,0,,,0,0,,,DF
23,Christian Abbiati,1998-1999,21,ITA,Milan,Serie A,18,1531,17.0,17,1,,0,0,0,0,0,0,0,GK
